time,channel,trace_index,temperature,mean_baseline,std_baseline,mean,std,A,rise_time,TF_ampl,TF_chi2,TF_baseline,baseline_slope,baseline_offset,time_shift,OF_ampl_0,OF_chi2_0,OF_time_0,OF_ampl_1,OF_chi2_1,OF_time_1
824508216,0,2425,32746.5,128.06425,5.644167072075383,4908.957000732422,2800.4766812826088,10363.93575,2.636799925426203e-05,10359.728805002393,2.1693829737712336,122.86671628158365,-0.00021420854463802055,128.49255998500374,4035,10356.01031447212,1.00477765254876,0,10355.73924043448,1.024007394146746,0
824585686,0,2426,32754.1,130.11475,5.532321613707937,4936.371154785156,2814.620113355939,10428.88525,2.636799925426203e-05,10412.051682621466,2.1073485598181607,126.24858018139639,0.0007377367023585456,128.63964546363417,4035,10412.851692034326,0.9967347773396037,0,10412.581577031353,1.0138408537904748,0
824695754,0,2427,32747.7,128.5225,5.361295902111727,3847.7396545410156,2174.4919108689164,8055.4775,2.7135999232541508e-05,8044.009842725871,3.0155483747848515,130.509414516815,-3.0657001916059896e-05,128.58379867533122,4034,8039.84954226095,1.0410418304969618,0,8039.59531393561,1.0848943999951586,0
824870143,0,2428,32747.6,131.303,5.576485541987893,4935.599273681641,2815.6277720220314,10427.697,2.6623999247021857e-05,10415.777782574729,2.164375070481872,123.71314457579501,0.00015299307206203635,130.99709035241193,4035,10415.682605191354,1.0021907506805197,0,10415.410638524312,1.0210037532633771,0
825598648,0,2429,32748.8,132.25675,5.557007237488539,4937.690093994141,2814.440935911672,10421.74325,2.636799925426203e-05,10411.387113183559,2.183280335135093,127.8494960788048,-0.00015565341597830834,132.56797900524862,4035,10411.057449233309,1.0232064516791157,0,10410.805826230135,1.0227050899555197,0
825613400,0,2430,32748.3,135.5135,5.320744097398408,4931.990509033203,2810.6618013445013,10407.4865,2.636799925426203e-05,10397.40332602659,2.4876838075245615,128.83892435200687,-0.0003692801480800139,136.251875656086,4034,10397.144734561914,1.027287489108308,0,10396.854667564246,1.0637439604304484,0
825906908,0,2431,32748.8,132.971,5.736999128464288,4935.5875244140625,2814.042180133488,10423.029,2.6623999247021857e-05,10409.912379499943,2.092641078784076,126.2474432431336,-0.00064878904054928,134.26825368657828,4035,10409.351109336587,1.0012331042710019,0,10409.074269408775,1.0248305073165636,0
826125649,0,2432,32747.8,132.06575,5.558680323377123,4924.678619384766,2806.9388067211485,10397.93425,2.636799925426203e-05,10383.636252626202,2.0992547083890836,127.64184707008098,0.0008317349582334124,130.40269595101233,4035,10384.740802048398,1.0055827230973637,0,10384.485066677244,1.009603604197735,0
826229788,0,2433,32746.9,131.91,5.4182930891564,4935.153533935547,2813.565656545398,10420.09,2.636799925426203e-05,10408.151400592811,2.1306311009771433,126.94475389573199,0.0006698297293643771,130.57067545613597,4035,10408.42598137391,0.9917277024965295,0,10408.166482982502,0.9988004480114148,0
826870783,0,2434,32747.7,132.53825,5.4763616514525415,4928.207611083984,2809.1935785101055,10398.46175,2.636799925426203e-05,10391.975118079408,2.243437760466632,127.40522881978177,1.3923657120215365e-05,132.51040964758812,4036,10391.838518026703,1.0191214374462516,0,10391.593429938359,1.0128399280956621,0
827036247,0,2435,32747.6,128.20175,5.442108684829806,4935.225677490234,2815.836243290249,10425.79825,2.6623999247021857e-05,10416.549962848785,2.1719761566109343,123.11760643605157,0.0003224307389019177,127.55704973756565,4035,10416.54565180512,0.9971337967775596,0,10416.267580907886,1.0217564151892549,0
827065826,0,2436,32748.1,130.774,5.468585191802355,4936.670989990234,2814.650886192332,10422.226,2.636799925426203e-05,10412.164593235939,2.18048445500349,126.56004975834003,0.00037150446071900335,130.03117683079245,4035,10411.818739754774,0.9953169419825794,0,10411.541832108485,1.018927529857162,0
827149314,0,2437,32748.3,131.1555,5.56536788990629,4935.062957763672,2813.7679071704383,10420.8445,2.636799925426203e-05,10408.894763022447,2.30847579105238,126.36408197077981,-0.0005211300325706922,132.1974995001251,4034,10409.41947196952,1.027573690999888,0,10409.129343526023,1.063848189000448,0
827853522,0,2438,32749.7,129.73375,5.571208211644938,4938.109588623047,2815.478584791888,10426.26625,2.6623999247021857e-05,10415.224334006089,2.2431724813016527,126.48412297886534,9.320156832529882e-06,129.71511434641343,4035,10416.452322999525,1.0125106304869405,0,10416.168734717008,1.0424028595787027,0
828088874,0,2439,32750.3,130.254,5.592672348707726,4916.335754394531,2802.7074300317922,10382.746,2.636799925426203e-05,10367.981915278368,2.1463625708769736,126.48860735214839,0.0009166731197920679,128.42111209697578,4035,10369.57244501689,1.007619076335284,0,10369.32213018826,1.0068313114521072,0
828345526,0,2440,32748.4,128.90725,5.468102727409207,4935.577819824219,2814.462305098445,10426.09275,2.636799925426203e-05,10411.46765629659,2.1461214947730385,125.78896019393869,0.0006959699497481536,127.51565808547859,4035,10412.320723267847,1.0016405883125281,0,10412.056853688064,1.012797661746428,0
828503837,0,2441,32748.2,131.97,5.369180570627142,4935.649993896484,2813.7030551664825,10423.03,2.636799925426203e-05,10408.65977649259,2.1462070400218365,127.25573880616139,-0.00020290613768160818,132.37571082229442,4035,10409.568357824817,0.9833711666914378,0,10409.305351016123,0.9937657124738019,0
828753262,0,2442,32746.9,128.107,5.513760150750121,4925.782928466797,2810.152668948027,10406.893,2.636799925426203e-05,10395.524411551814,2.1597107325053218,123.30534361411992,0.0002555628909726876,127.59600199950015,4035,10394.451443246651,1.013430675505675,0,10394.194678389475,1.0182120683068343,0
829069432,0,2443,32747.4,130.43725,5.515710510668593,4938.354827880859,2815.879020765828,10428.56275,2.636799925426203e-05,10416.707282803945,2.1872662900574986,126.10056047804756,0.00020176698136041758,130.0338169207699,4035,10416.521951016903,1.0150931087786232,0,10416.271640060993,1.0132124491260142,0
829487219,0,2444,32748.0,128.87925,5.491281220034173,4936.369659423828,2814.954872028803,10426.12075,2.636799925426203e-05,10413.287512387575,2.2521470281996105,125.71785762099535,-0.0005585063786566202,129.99598350412393,4035,10415.021159219395,1.00907218962433,0,10414.735082550791,1.0413688366958338,0
829595479,0,2445,32747.6,131.2665,5.563180542639255,4924.558837890625,2809.2185407093816,10405.7335,2.6623999247021857e-05,10392.063694674769,2.389748174707766,123.62876349913495,0.0003062312066394377,130.65419070232443,4035,10393.699878259975,1.0166808942684518,0,10393.43522826847,1.0289911122741713,0
829816739,0,2446,32746.4,130.8765,5.569851681149149,4937.8118896484375,2815.689091308522,10425.1235,2.6623999247021857e-05,10416.004893010147,2.153774318183978,125.8275954053388,-3.120056445003396e-05,130.93888552861782,4035,10416.584062317714,1.0016758850449528,0,10416.302826893176,1.0293190481788923,0
829939008,0,2447,32748.1,129.27675,5.540772458556658,4939.357604980469,2816.1086356144974,10429.72325,2.636799925426203e-05,10417.556119637567,2.2050789231765275,126.68658403031077,2.306165769128464e-05,129.23063821544625,4035,10419.091699457005,1.008789475956061,0,10418.810635219625,1.036217813846946,0
830317539,0,2448,32748.9,131.696,5.48516945955182,4937.983184814453,2814.4904190241136,10422.304,2.636799925426203e-05,10411.571565373888,2.143678785647356,128.12931011723413,0.0001383637586477717,131.41934166458375,4035,10411.922200919675,0.9929148602926243,0,10411.65015862731,1.0118801566303006,0
830594218,0,2449,32746.3,131.37225,5.642931856535217,4937.253021240234,2815.019960892753,10433.62775,2.6623999247021857e-05,10413.530582088744,2.07643641142536,126.33740547779962,-0.0001440121027507288,131.66020219945014,4035,10413.725849622926,0.9993161890381299,0,10413.454195623895,1.017872452775921,0
830997146,0,2450,32748.0,131.061,5.630610890480712,4937.815734863281,2815.243407986232,10425.939,2.636799925426203e-05,10414.357647987817,2.058574145819131,126.53079455855914,0.00018454276153394517,130.69200674831285,4035,10415.259142334538,0.9882113520845727,0,10414.99512480996,0.9994448692885349,0
831142380,0,2451,32749.7,129.84225,5.560068788917993,4951.354797363281,2823.9576125658364,10458.15775,2.6623999247021857e-05,10446.592763447261,2.147541003399119,125.26566301191997,-0.00046197162262327795,130.76596225943516,4035,10447.62148584271,0.9972610486029982,0,10447.341023189972,1.0235267429234147,0
831687057,0,2452,32749.1,134.5855,5.408806684473018,4938.926696777344,2814.919880264755,10423.4145,2.636799925426203e-05,10413.15998932644,2.190650635608763,128.416214402052,-0.00014538319658651775,134.87619370157475,4035,10413.170323759228,0.9975751091436262,0,10412.899673362917,1.0151853449390258,0
831735096,0,2453,32750.5,129.74125,5.628214498177908,4925.977203369141,2809.484968702767,10402.25875,2.6623999247021857e-05,10393.05517114111,2.07577947084047,124.52458306275366,0.0004305190581574471,128.88042714321415,4035,10392.741367223643,0.9904534043287726,0,10392.470551219727,1.008658151115638,0
831835089,0,2454,32749.6,132.84,5.543185005030953,4928.597320556641,2809.8509069979195,10405.16,2.636799925426203e-05,10394.408507103319,2.127623149401095,126.6052394919825,0.00017635444852218143,132.48737928017994,4035,10394.628252034472,0.9995607364694692,0,10394.378970878688,0.9972080863879902,0
832896150,0,2455,32749.6,131.25075,5.538986769933649,5389.867950439453,3081.829982712682,11408.74925,2.6111999261502206e-05,11400.53497856234,2.2858525511868586,123.60793514289617,-4.847465927966871e-05,131.34767508122968,4035,11403.303000421653,1.019277547744723,0,11403.041357318752,1.0040837600768096,0
832972678,0,2456,32748.5,132.2355,5.374154794011799,4929.499847412109,2810.161077412794,10406.7645,2.6111999261502206e-05,10395.557324871337,2.125629240937295,127.14668022607657,0.00024988014061748593,131.73586465883537,4035,10396.112973435687,0.9916802941506754,0,10395.848087258715,1.0041627366786356,0
833459637,0,2457,32747.7,133.99375,5.684031222424803,4929.399566650391,2809.847195186757,10405.00625,2.636799925426203e-05,10394.388386921844,2.3728686751464156,127.27592372754225,0.00019385054336568106,133.60614583854036,4034,10394.765255207101,1.0435511351663145,0,10394.472010829093,1.0830814251694962,0
833550309,0,2458,32748.3,133.9595,5.521400162096567,4938.688568115234,2815.2233625883673,10421.0405,2.636799925426203e-05,10414.277077697821,2.421233667165389,127.55001730459844,-0.0001615543225971103,134.28252786803287,4034,10414.047315304077,1.04188703780121,0,10413.753464905107,1.0816233560742166,0
833784635,0,2459,32748.0,132.077,5.684942479920092,4935.296325683594,2813.1485878162384,10420.923,2.636799925426203e-05,10406.607549571785,2.0737885474403064,127.53329874522024,0.0003682203980137635,131.34074331417153,4035,10407.799910791797,0.9994622100243993,0,10407.546870213211,1.000388563989043,0
834379607,0,2460,32748.2,132.23325,5.694457343549076,4918.737854003906,2803.4840444817505,10383.76675,2.6623999247021857e-05,10370.85613212749,2.0452474151380677,127.46262867893893,0.0004154448072152565,131.40256810797314,4035,10372.298000968483,0.9959242783451825,0,10372.027303595327,1.014451144787845,0
834417062,0,2461,32746.8,133.41775,5.487826066622374,4938.8052978515625,2815.1792486158256,10424.58225,2.636799925426203e-05,10414.120606767137,2.0990638562393924,127.77252388100896,7.234922327184458e-05,133.27308772806796,4035,10414.577029952521,0.9983617434931756,0,10414.320255874498,1.0026959117845557,0
835231651,0,2462,32748.4,131.31125,5.467940511518025,4929.370178222656,2810.625256625815,10406.68875,2.636799925426203e-05,10397.272746437859,2.174356814275265,126.13165243900949,4.6701565418578356e-06,131.3019120219947,4035,10397.351734318527,1.008844621706444,0,10397.104113294365,1.0048464010619407,0
835264213,0,2463,32748.0,132.12275,5.515494759085535,4937.450012207031,2814.428673851326,10419.87725,2.6623999247021857e-05,10411.342398308338,2.1688418024571754,127.67156023027201,0.0003161718010107469,131.490564483879,4035,10412.056770878216,0.9933486918082628,0,10411.779130132352,1.0176539427584828,0
835649846,0,2464,32748.9,131.19825,5.830604337244982,4937.069000244141,2814.6159711030787,10424.80175,2.6623999247021857e-05,10412.035987305746,2.0136017300005746,126.65538544341325,-0.0009824574051536122,133.16267358160457,4035,10413.906703795612,0.9998081035001123,0,10413.635121847381,1.0182917355110392,0
836056587,0,2465,32750.2,130.69825,5.5085113177246,4936.272857666016,2815.2823619827245,10425.30175,2.636799925426203e-05,10414.501528069683,2.1171581703518743,125.04362417496668,-0.0003409159900572467,131.37991152211947,4035,10413.94548050095,1.0059545303618218,0,10413.687349898202,1.0115978565618013,0
836465812,0,2466,32750.1,130.6645,5.528873280334792,5005.533264160156,2856.1856077118196,10585.3355,2.636799925426203e-05,10565.812402728083,2.214588306906464,124.46200668300298,-7.938019246133134e-05,130.82322069482643,4035,10566.85794913339,1.0281254328272975,0,10566.613616154595,1.0169013339949056,0
836502077,0,2467,32749.4,129.414,5.3960730165556505,4934.397918701172,2813.959684822173,10419.586,2.636799925426203e-05,10409.603869935254,2.409343989430726,125.54112386976703,9.22076307630087e-05,129.22963084228942,4034,10409.933948752896,1.0192849001502886,0,10409.643267135327,1.0560771090286682,0
836522675,0,2468,32748.9,131.7675,5.650614457738202,4923.542236328125,2806.6634172892873,10397.2325,2.636799925426203e-05,10382.617629465443,2.0579685220613917,126.88356854761514,-0.0006116601007287591,132.99051437140722,4035,10383.181208730097,0.9955057158210313,0,10382.923356198504,1.001576828404871,0
836532632,0,2469,32748.7,132.72625,5.650868157858578,5415.741485595703,3096.571262209784,11470.27375,2.636799925426203e-05,11455.063137512974,2.450719034779119,124.20783703046982,0.0007737631421101972,131.17911059735064,4035,11458.492233011708,0.999537533942592,0,11458.212609953373,1.0017499262226564,0
837172588,0,2470,32752.8,131.2835,5.508278111170495,4938.556671142578,2815.3449916628956,10422.7165,2.636799925426203e-05,10414.730551617919,2.2507936449022834,127.22198906345875,-0.00022769926423116745,131.73878467883017,4036,10416.22528612153,1.0265867308146903,0,10415.982746013353,1.017293975688574,0
837178408,0,2471,32750.3,135.72975,5.5734831961261,4939.817291259766,2813.8034793314787,10420.27025,2.636799925426203e-05,10409.03059494439,2.097006317989416,131.04762118554572,-0.00012039460127468823,135.97047900524885,4035,10409.982976981131,1.0024425969440072,0,10409.727386800421,1.0057514007730535,0
837300488,0,2472,32751.2,131.74025,5.563207702171472,4934.4725341796875,2812.8626652204575,10416.25975,2.636799925426203e-05,10405.54973867285,2.126218572737049,127.3193636774522,-7.279078579942036e-05,131.88579517620596,4035,10407.064340809486,1.0001912993074067,0,10406.808282647044,1.0040130024954477,0
837428097,0,2473,32751.4,131.941,5.661494414021797,4932.227111816406,2812.035159263377,10414.059,2.636799925426203e-05,10402.488907942312,2.070663120427519,126.38805995164876,0.0003517327719833316,131.23771032241933,4035,10402.448775615767,0.9991603368663718,0,10402.175620430462,1.0193882351845225,0
837468097,0,2474,32750.6,131.058,5.560228052876968,4937.11474609375,2815.1638892187893,10427.942,2.636799925426203e-05,10414.062469822664,2.135522274772781,126.03639714522433,-0.0005968744123046309,132.2514503874031,4035,10414.738983685726,0.9898297851245235,0,10414.459458597838,1.0158780490708847,0
837837580,0,2475,32750.3,133.21925,5.535763672475552,4936.41845703125,2815.1852908368746,10422.78075,2.636799925426203e-05,10414.138896296361,2.2818897300393504,125.32930584115456,6.107616006723563e-05,133.0971282179456,4036,10413.420665552898,1.0517636305489237,0,10413.182865382081,1.038014098095063,0
838425957,0,2477,32749.7,127.501,5.596069960248889,4933.345275878906,2814.6230102133495,10422.499,2.636799925426203e-05,10412.062314029652,2.086390729685222,123.1540471173721,0.00012463782028985035,127.2517866783304,4035,10412.78433831029,0.9920938407145802,0,10412.5270125451,0.9969952351272175,0
838816848,0,2478,32748.7,128.18725,5.555149632323148,4933.821441650391,2813.8915544678753,10418.81275,2.636799925426203e-05,10409.354938673612,2.1768172675442745,124.92043831469346,-0.00015083710317734448,128.48884878780308,4035,10410.57177928148,0.9878574150233509,0,10410.292785994556,1.0134841153100391,0
838825654,0,2479,32749.0,131.4995,5.784461923982212,4937.750549316406,2815.489038802692,10429.5005,2.636799925426203e-05,10415.265952506401,2.0191711669533623,125.89262530676206,0.00026818032926126417,130.96327343164214,4035,10415.741025630767,1.0156602313612317,0,10415.477224215703,1.0266768115611913,0
839091369,0,2480,32749.1,130.68875,5.585416138256845,4856.309387207031,2768.3134535413215,10251.31125,2.636799925426203e-05,10240.746317105622,2.2587718311401774,125.18173997973281,-0.0005540335658771946,131.79654011497146,4034,10240.778068682173,1.0193370739644405,0,10240.490688573002,1.056277951827192,0
839162499,0,2481,32748.4,128.07425,5.581553272835439,5380.432830810547,3078.6421468941194,11399.92575,2.6111999261502206e-05,11388.741209551095,2.3219017069352668,119.57242595801654,-0.0002697917981119726,128.61369870032487,4035,11391.666874542869,1.049471218941384,0,11391.42189625351,1.0171869413753587,0
839201254,0,2482,32748.6,132.5205,5.415448250145134,4930.341552734375,2810.748622457096,10407.4795,2.6623999247021857e-05,10397.729990953514,2.151709801799835,126.9445259698332,0.00014912944682060486,132.22231567108224,4035,10397.472650688658,0.9810180302179755,0,10397.199786903226,1.0010734017321472,0
839995483,0,2483,32750.1,129.23125,5.587197279271603,4933.546569824219,2814.748729005519,10426.76875,2.6111999261502206e-05,10412.527707196925,2.0741025596231797,123.14946034601235,-0.0006671039479440408,130.5651243439142,4035,10413.019698885395,1.0007274098376437,0,10412.753970808331,1.0136428763298064,0
840263935,0,2485,32749.3,131.14775,5.530408659177005,4927.130584716797,2809.311803964915,10405.85225,2.636799925426203e-05,10392.414460414471,2.1203283178468335,126.07142307615868,0.0003352131772007998,130.477491252187,4035,10393.124973777743,1.0070447995390115,0,10392.869973092405,1.0101756268065905,0
840394786,0,2486,32747.4,132.838,5.617050471555334,4932.2415771484375,2811.7385723616794,10414.162,2.636799925426203e-05,10401.385318578901,2.3974109891687565,126.95621513274818,-0.0002794425174651614,133.39674531367166,4034,10402.981052153775,1.0353299531807563,0,10402.689010724487,1.073554740351089,0
840563918,0,2487,32750.3,128.90525,5.597345124029784,5373.44384765625,3074.4236096206414,11383.09475,2.6111999261502206e-05,11373.136253071927,2.2806506167070757,119.76848169017103,0.00043096774568546355,128.04352999250187,4035,11375.706068990969,0.9897178429993112,0,11375.448854563714,0.9706400851777918,0
840819201,0,2489,32749.9,130.8765,5.5122815376212415,4937.420623779297,2814.965970469808,10426.1235,2.6623999247021857e-05,10413.330109268896,2.1654608559337674,126.72816553661687,-0.00011128594445539122,131.09901624593863,4035,10414.002882717024,1.004082533153598,0,10413.726158365618,1.027472623528007,0
841085620,0,2490,32749.1,133.968,5.612973899814607,4937.992523193359,2814.818764650943,10426.032,2.636799925426203e-05,10412.78709675618,2.049411293688873,127.44994305292857,-0.00022482901405178194,134.41754561359656,4035,10412.700261370244,0.9878610914698932,0,10412.440338432305,0.9952431287963712,0
842245737,0,2491,32748.4,128.8015,5.448907941046536,4918.9700927734375,2806.6819756146797,10392.1985,2.636799925426203e-05,10382.686845173306,2.108961592002338,122.48119226023118,-0.00011571600723225703,129.03287415646088,4035,10382.739847914952,0.9867537840714219,0,10382.475721043751,0.9988058029701223,0
842877154,0,2492,32748.2,132.28675,5.611597316050039,4927.9769287109375,2809.8344787967144,10402.71325,2.636799925426203e-05,10394.348047619464,2.085187824237218,125.94433406796816,0.00011612091350753334,132.05456623344176,4035,10394.085869513921,0.9959568665707671,0,10393.827946504582,1.001849889666113,0
843153149,0,2493,32748.6,132.84875,5.52764628368169,4938.6920166015625,2814.327435299737,10425.15125,2.636799925426203e-05,10410.96339495467,2.3874389690209554,129.07630234147655,0.00048146693634166946,131.88605686078483,4035,10412.096753484238,1.037578891651473,0,10411.804531814769,1.0757984888982564,0
844212944,0,2494,32750.5,128.8645,5.383877761428096,4937.251190185547,2815.421834078177,10428.1355,2.636799925426203e-05,10415.016614708256,2.2146984634623843,125.90890604420565,-0.0004006884625430189,129.66567658085478,4035,10416.72359786901,1.004671945923277,0,10416.464814304394,1.0108759639229754,0
845251391,0,2495,32749.8,131.02125,5.360251714005603,4939.173645019531,2816.2953507441807,10428.97875,2.636799925426203e-05,10418.248539611366,2.1971761954485185,126.36363100833478,4.177828386115775e-05,130.93771432141966,4035,10419.365844375263,0.999523518387705,0,10419.113462071256,0.9995547263808414,0
845474536,0,2496,32750.0,132.145,5.384001764487081,4935.133453369141,2814.9227905710804,10424.855,2.6623999247021857e-05,10413.169508818646,2.2670968419655435,124.6433831907816,0.00018457501153596327,131.77594226443395,4035,10412.861194070194,0.9923939244389745,0,10412.586375723104,1.0139887271676244,0
846348161,0,2497,32748.6,131.41225,5.634962283591612,4927.146057128906,2810.105306624499,10403.58775,2.636799925426203e-05,10395.346216251382,2.2533511138222706,124.62949749200925,0.000657715072357146,130.09714871282193,4034,10394.68918413283,1.0229556985631032,0,10394.400489930104,1.0581522971948323,0
847017434,0,2498,32747.4,128.529,5.4750487669061,5382.696746826172,3079.5363883108007,11402.471,2.6111999261502206e-05,11392.050356092448,2.3133928822858403,120.41585701554504,0.00048783621798978726,127.55357148212948,4035,11393.74564674024,0.998986523396285,0,11393.473933722535,0.9945634184443295,0
847319650,0,2499,32749.6,130.53775,5.511903023230724,4941.960113525391,2817.9279804265293,10438.46225,2.636799925426203e-05,10424.28756873676,2.1593802216791658,126.21176779290545,0.0006668024479251519,129.20447850537366,4035,10425.190555206353,0.9932400248760576,0,10424.910099027245,1.019962249938468,0
847482780,0,2500,32749.3,132.50275,5.59455024443431,4936.328308105469,2815.028982985913,10424.49725,2.636799925426203e-05,10413.562384656187,2.1716154156574787,125.44639881615149,-0.00021578766973672986,132.93421744563855,4035,10413.538275239009,1.0128869794121318,0,10413.258418449868,1.0392765968370399,0
847762719,0,2501,32747.9,131.55925,5.636088132517092,4927.146148681641,2808.491892130591,10402.44075,2.636799925426203e-05,10389.377774949578,2.2504991401320193,127.38257120241542,-0.0014306923081682632,134.41991927018248,4035,10391.392236476262,1.016641539696888,0,10391.104334807727,1.051148183315925,0
848060336,0,2502,32748.5,129.508,5.5517056838416785,4931.09521484375,2812.3725465203643,10411.492,2.6623999247021857e-05,10403.732578730269,2.3316148920404696,124.79206591529146,-0.0001521740720109004,129.81227205698582,4036,10402.838509653511,1.0518073592375234,0,10402.599572945666,1.0393998575879637,0
848726184,0,2505,32748.7,135.57425,5.477452595641518,4940.825531005859,2815.336447551845,10424.42575,2.6623999247021857e-05,10414.699337539627,2.2449679678746777,129.53607802581246,0.00024869579679354114,135.0769827543113,4035,10415.003099695985,0.9968444786559733,0,10414.722264716718,1.0241377297548964,0
849576489,0,2506,32749.6,132.0165,5.6972122788254955,4936.347991943359,2814.8824431994,10423.9835,2.636799925426203e-05,10413.016906971046,2.288466409310649,125.61512862582458,-0.00014261925891368454,132.3016672081979,4034,10412.812183084881,1.0260412338935783,0,10412.517566938666,1.0665322232115788,0
849780067,0,2507,32749.4,126.2765,5.650048473243393,4933.276397705078,2815.0645066110665,10424.7235,2.636799925426203e-05,10413.69532677175,2.075769800794834,122.27764469884278,-0.0003891939618246118,127.05469332666831,4035,10415.036782679359,1.000895617473244,0,10414.778992087147,1.0061897255340673,0
850631077,0,2508,32750.0,130.13875,5.4256334595602755,4938.589385986328,2816.447765363384,10429.86125,2.6623999247021857e-05,10418.810681421615,2.2556156939974934,125.454592644488,0.0002294821080926151,129.6799005248688,4035,10419.323066849065,1.0063975249573853,0,10419.04340175358,1.032484934338791,0
851077072,0,2509,32751.9,129.88425,5.322015777644783,4935.6385498046875,2814.5329245766725,10424.11575,2.636799925426203e-05,10411.72221501256,2.568971821442044,125.87831225146147,0.000335871677241983,129.2126745813547,4034,10411.854545907732,1.0330146850392414,0,10411.55482263815,1.0783979037580695,0
851180460,0,2510,32750.0,129.51075,5.588415199097146,4923.247772216797,2808.1165535440086,10401.48925,2.6623999247021857e-05,10387.99290001174,2.096329866718711,124.17091142823847,-0.0005876545679784051,130.6857653086729,4035,10387.33410434675,1.0013585856105574,0,10387.063364981681,1.019605578350903,0
852254706,0,2511,32746.5,130.6705,5.363154831813081,5383.869781494141,3078.8986528317405,11402.3295,2.636799925426203e-05,11389.692514621689,2.2919710058081724,122.78880001709331,-0.0002445446402841061,131.15946700824807,4035,11391.630963488344,0.9998118199222961,0,11391.375516950822,0.9784587437495829,0
852389316,0,2512,32748.7,131.6295,5.479665112942578,4936.360443115234,2815.2864434044614,10427.3705,2.636799925426203e-05,10414.515357793392,2.1932622489419167,125.15367417069865,0.00039171227448198223,130.84627130717325,4036,10414.229890189723,1.0175541135919244,0,10413.988015054794,1.0076745247630594,0
852636164,0,2513,32749.3,130.16325,5.499645391977558,4936.555755615234,2815.613333533891,10425.83675,2.636799925426203e-05,10415.726559040311,2.0869801157389167,124.77010350846831,6.766584797905848e-05,130.02795213696592,4035,10416.378224206106,0.9805481732455553,0,10416.112287136004,0.9935896792209448,0
852640530,0,2514,32748.1,136.838,5.492882303490582,4912.639953613281,2797.7599170972853,10366.162,2.636799925426203e-05,10349.678534083487,2.243192130835642,131.3386022225277,0.0002045538877846391,136.42899450137463,4034,10350.90610829181,1.0103682060148707,0,10350.62408722836,1.0400915607479855,0
852708210,0,2515,32749.0,127.53875,5.390825394825916,5382.789642333984,3079.4384910063554,11401.46125,2.636799925426203e-05,11391.687583897612,2.3903694465728584,120.76037534795978,5.116584694779836e-05,127.43644388902787,4035,11394.544978797863,1.0158300556695876,0,11394.269382332746,1.0154422670102545,0
852793912,0,2516,32747.5,131.16925,5.5678186426553085,4939.149444580078,2815.3078901376048,10425.83075,2.636799925426203e-05,10414.59530048061,2.1260723018563934,127.81763294435223,0.0002971504873219487,130.57509760059975,4035,10415.294400521176,1.0069305307488734,0,10415.035569688907,1.0132118649155435,0
852805580,0,2517,32747.5,131.952,5.513591932669663,4930.210021972656,2809.812718864884,10405.048,2.636799925426203e-05,10394.260344297549,2.484272714283038,128.315902981416,5.638856602430143e-05,131.83925106223447,4034,10395.843331612252,1.0405147417471143,0,10395.54539526381,1.084494998830801,0
853069969,0,2518,32747.1,131.00475,5.572632002698546,4934.672607421875,2813.5849572887405,10426.99525,2.636799925426203e-05,10408.221997182343,2.1081836458138468,126.27691201804191,0.000172002292000158,130.6608314171457,4035,10409.94657090639,0.9952146950896563,0,10409.677848214187,1.0110546654941965,0
853078810,0,2519,32747.6,131.468,5.453070327806162,4937.579132080078,2814.9538673255765,10430.532,2.636799925426203e-05,10413.284604618439,2.2283526992527953,126.96688294530031,-0.00013896600868542109,131.74586253436655,4035,10414.776414053715,1.0098803995828274,0,10414.5278308429,1.0063911225833875,0
854077864,0,2520,32748.0,131.5265,5.502662787233104,4927.809875488281,2809.644549709629,10406.4735,2.6623999247021857e-05,10393.645091116861,2.146322050726364,126.21059120932841,-0.0001830684489418429,131.89254536365928,4035,10394.014073030688,1.0001689115647088,0,10393.739355871587,1.0220630938967294,0
854194721,0,2521,32748.7,133.2465,5.57160100419978,5386.184478759766,3080.211698731676,11409.7535,2.636799925426203e-05,11394.546313986975,2.3868901541715486,122.65528916607218,5.291306580705214e-05,133.1407003249189,4036,11395.956294496307,1.0335565077312947,0,11395.711988281546,1.0004495628760686,0
854216593,0,2522,32748.5,132.0445,5.616984934108333,4937.914611816406,2815.447518235485,10431.9555,2.6623999247021857e-05,10415.112173362737,2.0896553089670067,126.29512542930388,0.00017995838624736168,131.68467320669842,4035,10416.311906950543,1.0031248752382702,0,10416.059126618371,1.0036066996285762,0
854330178,0,2523,32749.5,130.95875,5.436179581056902,4935.138671875,2814.5125049137746,10422.04125,2.636799925426203e-05,10411.65077894141,2.2925281969097844,125.29723434351763,0.00029534861220930844,130.3682004498875,4035,10411.44180099103,1.0308868937221178,0,10411.199162941344,1.0218024266851784,0
854343639,0,2524,32749.3,131.83175,5.535742221012463,4937.701080322266,2815.016143725877,10428.16825,2.636799925426203e-05,10413.50968504469,2.4550788171809512,126.9022970339829,-0.00019416741838549422,132.21998775306184,4034,10414.68792438839,1.0463483194990384,0,10414.3922018807,1.0878593452970151,0
854430854,0,2525,32749.4,130.52275,5.544860903350056,4935.3319091796875,2814.073346395561,10423.47725,2.636799925426203e-05,10410.02665904949,2.219827887528872,126.13123249545242,0.000891732899483309,128.7397300674832,4034,10411.325514893128,1.0027684865062696,0,10411.04299270568,1.0317471493154933,0
